Lokasi,Harga (Miliar),Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Garasi,Jumlah Lantai
Jakarta Barat,2.5,200,150,4,4,2,2
Jakarta Barat,2.5,110,90,4,3,2,2
Jakarta Barat,2.5,126,90,4,3,0,2
Jakarta Barat,2.5,170,125,4,4,0,2
Jakarta Barat,2.5,120,90,4,3,0,2
Jakarta Barat,2.5,170,125,4,4,2,2
Jakarta Barat,2.5,152,75,4,4,2,2
Jakarta Barat,2.5,126,120,5,4,0,2
Jakarta Barat,2.5,200,117,5,3,1,2
Jakarta Barat,2.5,138,110,5,3,2,2
Jakarta Barat,2.5,120,68,2,3,1,3
Jakarta Barat,2.5,144,55,3,4,1,3
Jakarta Barat,2.5,170,90,3,3,1,3
Jakarta Barat,2.5,225,90,3,2,1,3
Jakarta Barat,2.5,150,75,3,3,1,3
Jakarta Barat,2.5,150,60,4,5,0,3
Jakarta Barat,2.5,120,130,4,4,1,3
Jakarta Barat,2.5,180,90,4,3,1,3
Jakarta Barat,2.5,180,75,4,4,1,3
Jakarta Barat,2.5,160,58,4,4,1,3
Jakarta Barat,2.5,180,90,5,5,2,3
Jakarta Barat,2.5,120,153,3,2,1,1
Jakarta Pusat,2.5,340,187,12,4,0,1
Jakarta Pusat,2.5,98,81,3,3,2,2
Jakarta Pusat,2.5,168,63,5,4,0,3
Jakarta Timur,2.5,99,144,3,2,0,1
Jakarta Timur,2.5,150,104,4,3,1,1
Jakarta Timur,2.5,260,248,6,3,1,1
Jakarta Timur,2.5,250,180,3,2,1,2
Jakarta Timur,2.5,92,120,3,2,1,2
Jakarta Timur,2.5,240,160,4,3,2,2
Jakarta Timur,2.5,200,114,5,2,1,2
Jakarta Timur,2.5,200,114,5,2,2,2
Jakarta Timur,2.5,247,120,5,3,2,2
Jakarta Timur,2.5,230,102,5,6,2,3
Jakarta Timur,2.5,225,70,3,3,1,4
Jakarta Utara,2.5,142,72,1,1,0,1
Jakarta Utara,2.5,80,90,2,1,1,1
Jakarta Utara,2.5,120,70,3,2,0,1
Jakarta Utara,2.5,107,75,2,2,0,2
Jakarta Utara,2.5,56,48,2,2,0,2
Jakarta Utara,2.5,107,75,3,3,2,2
Jakarta Utara,2.5,107,75,3,3,2,2
Jakarta Utara,2.5,107,75,3,3,0,2
Jakarta Utara,2.5,105,80,3,3,2,2
Jakarta Utara,2.5,100,70,3,2,1,2
Jakarta Utara,2.5,122,108,3,2,2,2
Jakarta Utara,2.5,110,80,3,3,2,2
Jakarta Utara,2.5,160,105,4,3,2,2
Jakarta Utara,2.5,180,90,4,3,2,2
Jakarta Utara,2.5,135,90,5,2,1,2
Jakarta Selatan,2.5,150,82,3,1,0,1
Jakarta Selatan,2.5,60,60,3,2,0,1
Jakarta Selatan,2.5,180,190,3,2,2,1
Jakarta Selatan,2.5,170,132,3,3,1,2
Jakarta Selatan,2.5,240,162,4,4,1,2
Jakarta Selatan,2.5,200,171,4,3,1,2
Jakarta Selatan,2.5,105,270,4,3,1,2
Jakarta Selatan,2.5,180,120,4,3,2,3
Jakarta Selatan,2.5,150,150,3,3,0,1
Jakarta Selatan,2.5,153,150,3,3,0,1
Jakarta Selatan,2.5,180,101,4,4,0,3
Jakarta Barat,2.5,99,99,17,5,0,3
Jakarta Selatan,2.5,200,92,4,4,0,3
Jakarta Barat,2.5,150,91,3,3,0,3
Jakarta Selatan,2.5,220,86,4,4,1,3
Jakarta Barat,2.5,160,70,3,3,0,3
Jakarta Barat,2.5,140,60,4,4,0,3
Jakarta Barat,2.5,156,124,3,2,1,2.5
Jakarta Barat,2.5,220,120,5,2,1,2.5
Jakarta Selatan,2.5,180,101,4,4,0,2.5
Jakarta Selatan,2.5,180,101,4,4,0,2.5
Jakarta Selatan,2.5,180,101,4,4,0,2.5
Jakarta Selatan,2.5,180,101,4,4,0,2.5
Jakarta Selatan,2.5,180,90,5,4,0,2.5
Jakarta Timur,2.5,580,450,10,10,0,2
Jakarta Selatan,2.5,450,299,5,3,0,2
Jakarta Timur,2.5,200,252,3,3,1,2
Jakarta Timur,2.5,200,252,3,3,1,2
Jakarta Timur,2.5,200,252,3,3,1,2
Jakarta Timur,2.5,180,180,6,4,0,2
Jakarta Timur,2.5,118,160,3,3,0,2
Jakarta Barat,2.5,200,150,4,3,0,2
Jakarta Selatan,2.5,185,135,4,2,0,2
Jakarta Selatan,2.5,96,126,3,3,0,2
Jakarta Selatan,2.5,96,126,3,3,0,2
Jakarta Barat,2.5,150,125,3,3,0,2
Jakarta Barat,2.5,200,120,3,2,0,2
Jakarta Selatan,2.5,200,120,3,4,0,2
Jakarta Timur,2.5,150,120,3,3,0,2
Jakarta Utara,2.5,60,114,2,2,0,2
Jakarta Selatan,2.5,150,112,4,4,0,2
Jakarta Selatan,2.5,150,112,4,4,0,2
Jakarta Selatan,2.5,180,101,4,4,2,2
Jakarta Timur,2.5,140,100,3,3,0,2
Jakarta Selatan,2.5,129,100,3,3,0,2
Jakarta Timur,2.5,186,98,4,3,1,2
Jakarta Selatan,2.5,130,90,4,4,0,2
Jakarta Utara,2.5,83,90,2,2,1,2
Jakarta Barat,2.5,104,88,3,3,1,2
Jakarta Timur,2.5,176,88,0,0,0,2
Jakarta Utara,2.5,98,80,3,2,0,2
Jakarta Barat,2.5,100,66,8,2,0,2
Jakarta Barat,2.5,100,66,8,2,0,2
Jakarta Selatan,2.5,130,65,4,4,0,2
Jakarta Selatan,2.5,130,65,4,4,0,2
Jakarta Selatan,2.5,130,65,4,4,0,2
Jakarta Selatan,2.5,475,475,5,3,0,1.5
Jakarta Timur,2.5,180,200,5,3,0,1.5
Jakarta Barat,2.5,170,198,4,3,1,1.5
Jakarta Timur,2.5,150,196,3,2,0,1.5
Jakarta Utara,2.5,70,102,3,1,0,1.5
Jakarta Utara,2.5,154,354,5,3,0,1
Jakarta Utara,2.5,154,354,5,3,0,1
Jakarta Utara,2.5,154,354,5,3,0,1
Jakarta Utara,2.5,354,154,5,3,0,1
Jakarta Timur,2.5,100,135,3,2,0,1
Jakarta Barat,2.5,80,122,3,3,0,1
Jakarta Selatan,2.5,150,88,2,2,0,2
Jakarta Timur,2.5,185,66,0,0,0,3
Jakarta Selatan,2.52,177,122,3,4,0,2
Jakarta Barat,2.55,162,158,3,2,1,2
Jakarta Barat,2.55,180,125,4,4,2,2
Jakarta Barat,2.55,165,78,5,3,2,3
Jakarta Timur,2.55,208,153,3,4,1,1
Jakarta Utara,2.55,100,90,3,2,2,1
Jakarta Utara,2.55,250,98,3,3,2,3
Jakarta Selatan,2.55,180,88,4,4,1,3
Jakarta Selatan,2.55,190,84,4,4,2,3
Jakarta Selatan,2.55,185,84,4,4,1,3
Jakarta Selatan,2.55,185,84,4,4,0,3
Jakarta Selatan,2.55,185,84,4,4,1,3
Jakarta Selatan,2.55,180,84,4,4,1,3
Jakarta Selatan,2.55,180,84,4,4,1,3
Jakarta Barat,2.55,148,68,3,4,0,3
Jakarta Barat,2.55,180,125,4,4,0,2
Jakarta Timur,2.55,116,120,3,3,0,2
Jakarta Utara,2.57,150,105,3,2,1,2
Jakarta Selatan,2.57,106,81,3,3,2,2
Jakarta Selatan,2.58,160,70,4,3,1,3
Jakarta Barat,2.59,140,64,4,4,1,3
Jakarta Barat,2.59,168,77,4,4,0,1
Jakarta Barat,2.59,168,77,4,4,0,1
Jakarta Barat,2.59,150,150,5,2,0,2
Jakarta Barat,2.59,180,64,4,5,1,4
Jakarta Timur,2.59,320,583,4,4,3,1
Jakarta Barat,2.6,160,112,3,3,1,2
Jakarta Barat,2.6,150,90,3,3,1,2
Jakarta Barat,2.6,140,125,3,3,1,2
Jakarta Barat,2.6,150,100,3,3,0,2
Jakarta Barat,2.6,165,125,3,3,2,2
Jakarta Barat,2.6,160,119,4,3,1,2
Jakarta Barat,2.6,210,150,4,3,2,2
Jakarta Barat,2.6,200,119,4,3,2,2
Jakarta Barat,2.6,200,81,4,5,1,3
Jakarta Barat,2.6,225,125,4,2,1,3
Jakarta Barat,2.6,170,90,2,2,1,4
Jakarta Barat,2.6,144,60,3,3,1,4
Jakarta Pusat,2.6,100,106,5,4,2,2
Jakarta Timur,2.6,200,300,3,2,1,1
Jakarta Timur,2.6,120,90,3,3,2,2
Jakarta Timur,2.6,90,136,3,2,2,2
Jakarta Timur,2.6,153,148,3,3,0,2
Jakarta Utara,2.6,103,75,3,3,1,2
Jakarta Utara,2.6,105,80,3,2,2,2
Jakarta Utara,2.6,105,80,3,2,2,2
Jakarta Utara,2.6,105,80,3,2,2,2
Jakarta Utara,2.6,144,96,3,2,1,2
Jakarta Utara,2.6,240,140,4,2,1,2
Jakarta Utara,2.6,120,46,3,3,1,3
Jakarta Utara,2.6,180,200,2,2,0,1
Jakarta Selatan,2.6,170,210,4,2,1,1
Jakarta Selatan,2.6,230,164,4,4,1,2
Jakarta Utara,2.6,133,75,3,4,0,3
Jakarta Selatan,2.6,180,73,4,3,0,3
Jakarta Timur,2.6,130,67,4,3,0,3
Jakarta Timur,2.6,130,67,4,3,0,3
Jakarta Timur,2.6,130,67,4,3,0,3
Jakarta Timur,2.6,205,196,6,3,2,2
Jakarta Selatan,2.6,106,165,4,4,0,2
Jakarta Selatan,2.6,135,150,4,3,0,2
Jakarta Selatan,2.6,96,135,3,1,0,2
Jakarta Selatan,2.6,96,135,3,3,0,2
Jakarta Selatan,2.6,255,132,4,1,1,2
Jakarta Selatan,2.6,252,132,4,3,0,2
Jakarta Selatan,2.6,65,130,4,4,0,2
Jakarta Timur,2.6,160,112,5,5,1,2
Jakarta Selatan,2.6,165,106,4,4,0,2
Jakarta Selatan,2.6,160,103,4,4,0,2
Jakarta Selatan,2.6,180,90,4,2,0,2
Jakarta Utara,2.6,110,90,4,3,0,2
Jakarta Utara,2.6,110,90,4,3,0,2
Jakarta Selatan,2.6,130,65,4,4,0,2
Jakarta Barat,2.6,170,198,5,3,1,1.5
Jakarta Selatan,2.6,135,150,4,3,1,1.5
Jakarta Selatan,2.6,135,150,4,3,0,1.5
Jakarta Selatan,2.6,135,150,4,3,0,1.5
Jakarta Selatan,2.6,135,150,4,3,1,1.5
Jakarta Selatan,2.6,145,120,4,3,0,1.5
Jakarta Barat,2.6,60,200,3,2,0,1
Jakarta Timur,2.6,120,190,3,3,0,1
Jakarta Barat,2.6,110,90,4,2,0,1
Jakarta Timur,2.6,135,90,4,4,0,2
Jakarta Selatan,2.6,225,132,4,3,0,2
Jakarta Selatan,2.6,180,90,3,2,0,2
Jakarta Utara,2.64,67,74,2,2,0,2
Jakarta Barat,2.65,129,90,3,3,2,2
Jakarta Barat,2.65,129,90,3,3,0,2
Jakarta Barat,2.65,128,79,3,3,1,2
Jakarta Barat,2.65,129,90,3,3,2,2
Jakarta Barat,2.65,157,140,4,2,0,2
Jakarta Barat,2.65,180,90,6,3,1,3
Jakarta Timur,2.65,88,118,2,3,0,2
Jakarta Utara,2.65,102,102,2,3,0,2
Jakarta Utara,2.65,210,85,3,4,2,3
Jakarta Utara,2.65,156,102,2,3,0,2
Jakarta Selatan,2.65,180,147,4,3,1,2
Jakarta Barat,2.65,170,94,3,3,0,2.5
Jakarta Selatan,2.65,181,88,4,4,0,2.5
Jakarta Selatan,2.65,181,88,4,4,0,2.5
Jakarta Timur,2.65,280,207,4,3,0,2
Jakarta Selatan,2.65,220,189,3,3,0,2
Jakarta Barat,2.65,250,142,4,3,0,2
Jakarta Timur,2.65,135,90,3,3,0,2
Jakarta Barat,2.69,183,71,1,3,1,4
Jakarta Utara,2.69,104,75,3,3,2,2
Jakarta Barat,2.7,100,185,3,2,1,1
Jakarta Barat,2.7,108,160,3,2,2,1
Jakarta Barat,2.7,144,144,3,1,1,1
Jakarta Barat,2.7,150,93,4,2,0,1
Jakarta Barat,2.7,132,96,3,2,1,2
Jakarta Barat,2.7,130,90,4,2,1,2
Jakarta Barat,2.7,130,90,4,2,1,2
Jakarta Barat,2.7,200,119,4,3,0,2
Jakarta Barat,2.7,145,120,4,3,2,2
Jakarta Barat,2.7,180,90,4,3,2,2
Jakarta Barat,2.7,190,103,5,4,2,2
Jakarta Barat,2.7,200,200,5,3,2,2
Jakarta Barat,2.7,162,111,3,3,1,3
Jakarta Barat,2.7,160,96,4,4,0,3
Jakarta Barat,2.7,200,81,4,5,0,3
Jakarta Barat,2.7,126,60,3,4,0,4
Jakarta Timur,2.7,250,120,3,2,1,2
Jakarta Timur,2.7,140,178,3,3,0,1
Jakarta Timur,2.7,300,200,5,4,0,1
Jakarta Timur,2.7,150,90,3,3,0,2
Jakarta Timur,2.7,175,100,3,4,2,2
Jakarta Timur,2.7,175,100,4,5,1,2
Jakarta Timur,2.7,170,100,4,5,2,2
Jakarta Utara,2.7,324,108,3,2,0,1
Jakarta Utara,2.7,70,46,3,3,1,2
Jakarta Utara,2.7,70,46,3,3,1,2
Jakarta Utara,2.7,168,98,4,3,2,2
Jakarta Utara,2.7,102,93,4,3,2,2
Jakarta Utara,2.7,100,120,4,3,1,2
Jakarta Utara,2.7,100,120,4,3,1,2
Jakarta Utara,2.7,113,113,10,2,0,2
Jakarta Utara,2.7,200,96,3,2,2,3
Jakarta Utara,2.7,80,161,3,2,0,1
Jakarta Selatan,2.7,120,146,3,2,1,1
Jakarta Selatan,2.7,186,416,5,3,2,1
Jakarta Timur,2.7,270,85,5,3,0,3.5
Jakarta Selatan,2.7,200,118,4,4,0,3
Jakarta Timur,2.7,125,98,3,4,0,3
Jakarta Selatan,2.7,210,89,5,5,1,3
Jakarta Timur,2.7,103,84,3,0,0,3
Jakarta Selatan,2.7,200,83,5,2,1,3
Jakarta Selatan,2.7,200,83,3,4,1,3
Jakarta Selatan,2.7,200,83,4,4,1,3
Jakarta Barat,2.7,162,75,3,3,0,3
Jakarta Selatan,2.7,200,118,4,4,0,2.5
Jakarta Selatan,2.7,200,160,5,5,0,2
Jakarta Utara,2.7,120,130,4,4,0,2
Jakarta Pusat,2.7,250,127,4,2,1,2
Jakarta Selatan,2.7,250,126,5,5,1,2
Jakarta Selatan,2.7,250,126,5,5,1,2
Jakarta Selatan,2.7,250,126,5,5,1,2
Jakarta Selatan,2.7,250,126,5,5,0,2
Jakarta Selatan,2.7,250,126,5,5,1,2
Jakarta Selatan,2.7,250,126,5,5,1,2
Jakarta Selatan,2.7,200,118,4,4,0,2
Jakarta Selatan,2.7,200,118,4,4,0,2
Jakarta Selatan,2.7,160,114,3,3,2,2
Jakarta Selatan,2.7,150,114,4,4,0,2
Jakarta Selatan,2.7,155,108,4,4,1,2
Jakarta Barat,2.7,81,102,2,2,0,2
Jakarta Utara,2.7,100,100,3,2,0,2
Jakarta Selatan,2.7,200,120,3,2,0,1.5
Jakarta Utara,2.7,90,120,3,2,0,1.5
Jakarta Barat,2.73,129,90,3,3,1,2
Jakarta Barat,2.75,150,180,3,2,0,2
Jakarta Barat,2.75,115,96,4,3,1,2
Jakarta Barat,2.75,170,90,4,3,2,2
Jakarta Barat,2.75,240,120,4,2,1,2
Jakarta Barat,2.75,150,90,4,3,1,2
Jakarta Barat,2.75,176,120,4,3,0,3
Jakarta Barat,2.75,160,100,5,5,2,3
Jakarta Timur,2.75,123,158,3,2,1,2
Jakarta Timur,2.75,370,150,5,6,0,2
Jakarta Utara,2.75,150,202,5,4,1,1
Jakarta Utara,2.75,120,75,4,4,0,2
Jakarta Selatan,2.75,190,128,4,4,1,2
Jakarta Selatan,2.75,91,200,5,2,1,3
Jakarta Selatan,2.75,240,100,4,4,2,3
Jakarta Selatan,2.75,200,91,5,4,0,3
Jakarta Selatan,2.75,200,91,3,4,1,3
Jakarta Selatan,2.75,140,93,4,4,0,2.5
Jakarta Selatan,2.75,160,170,5,4,0,2
Jakarta Selatan,2.75,160,170,5,4,0,2
Jakarta Selatan,2.75,160,170,5,4,0,2
Jakarta Selatan,2.75,160,170,5,4,0,2
Jakarta Timur,2.75,220,122,3,3,0,2
Jakarta Timur,2.75,105,90,3,3,0,2
Jakarta Timur,2.75,105,90,3,3,0,2
Jakarta Selatan,2.76,126,103,3,4,0,2
Jakarta Selatan,2.78,130,162,3,3,0,1
Jakarta Selatan,2.78,165,165,3,2,0,1
Jakarta Barat,2.79,140,110,3,3,2,2
Jakarta Barat,2.79,160,100,4,3,0,2
Jakarta Barat,2.79,160,100,4,3,0,2
Jakarta Timur,2.79,320,252,3,4,1,2
Jakarta Timur,2.79,320,252,3,4,0,2
Jakarta Barat,2.8,110,90,2,2,1,2
Jakarta Barat,2.8,17500,14400,2,2,0,2
Jakarta Barat,2.8,108,108,3,4,2,2
Jakarta Barat,2.8,168,125,3,4,1,2
Jakarta Barat,2.8,98,84,3,3,2,2
Jakarta Barat,2.8,229,250,4,2,0,2
Jakarta Barat,2.8,170,125,4,4,2,2
Jakarta Barat,2.8,150,84,3,3,1,3
Jakarta Barat,2.8,150,84,4,3,1,3
Jakarta Barat,2.8,150,80,4,3,0,3
Jakarta Barat,2.8,204,68,2,3,1,4
Jakarta Timur,2.8,103,84,3,3,1,2
Jakarta Timur,2.8,200,138,4,3,1,2
Jakarta Timur,2.8,140,105,4,3,2,2
Jakarta Timur,2.8,150,166,5,3,1,2
Jakarta Timur,2.8,280,190,6,4,2,2
Jakarta Timur,2.8,200,134,6,3,0,2
Jakarta Timur,2.8,103,84,3,2,2,1
Jakarta Timur,2.8,160,90,4,4,1,2
Jakarta Utara,2.8,150,77,2,2,1,1
Jakarta Utara,2.8,96,96,2,1,0,1
Jakarta Utara,2.8,79,60,2,2,2,2
Jakarta Utara,2.8,79,60,2,2,0,2
Jakarta Utara,2.8,119,90,3,3,1,2
Jakarta Utara,2.8,120,90,3,3,1,2
Jakarta Utara,2.8,135,129,4,4,1,2
Jakarta Selatan,2.8,90,160,2,1,1,1
Jakarta Selatan,2.8,110,120,3,1,1,2
Jakarta Selatan,2.8,119,84,4,4,2,2
Jakarta Selatan,2.8,200,124,4,4,2,2
Jakarta Selatan,2.8,220,98,5,6,0,3
Jakarta Selatan,2.8,250,150,4,4,0,2.5
Jakarta Selatan,2.8,250,150,4,4,0,2.5
Jakarta Selatan,2.8,250,150,4,4,0,2.5
Jakarta Selatan,2.8,250,150,3,4,0,2.5
Jakarta Selatan,2.8,250,150,4,4,0,2.5
Jakarta Selatan,2.8,250,150,4,4,0,2.5
Jakarta Barat,2.8,300,140,5,5,0,2.5
Jakarta Timur,2.8,88,112,3,2,0,2.5
Jakarta Timur,2.8,320,252,3,4,1,2
Jakarta Barat,2.8,300,220,6,3,1,2
Jakarta Timur,2.8,300,220,5,4,0,2
Jakarta Timur,2.8,150,150,4,4,0,2
Jakarta Selatan,2.8,180,140,4,4,0,2
Jakarta Utara,2.8,190,120,4,3,0,2
Jakarta Timur,2.8,120,117,4,4,0,2
Jakarta Barat,2.8,168,116,4,1,0,2
Jakarta Utara,2.8,150,90,4,1,0,2
Jakarta Utara,2.8,120,84,3,3,0,2
Jakarta Utara,2.8,107,75,3,3,0,2
Jakarta Barat,2.8,110,134,3,2,0,1
Jakarta Pusat,2.8,64,67,2,1,0,1
Jakarta Timur,2.82,156,105,3,4,2,3
Jakarta Selatan,2.83,109,91,3,3,2,2
Jakarta Barat,2.85,210,140,4,3,0,1
Jakarta Barat,2.85,140,119,3,2,2,2
Jakarta Barat,2.85,120,108,3,3,1,2
Jakarta Barat,2.85,178,67,4,4,2,3
Jakarta Barat,2.85,200,90,3,3,0,4
Jakarta Timur,2.85,100,150,3,2,2,1
Jakarta Timur,2.85,115,154,4,3,2,2
Jakarta Utara,2.85,400,200,5,5,1,2
Jakarta Utara,2.85,210,96,4,3,2,3
Jakarta Utara,2.85,325,162,4,3,2,3
Jakarta Barat,2.85,165,75,3,3,0,3
Jakarta Timur,2.85,164,128,3,4,0,2
Jakarta Selatan,2.85,165,114,4,3,0,2
Jakarta Selatan,2.85,165,114,4,3,0,2
Jakarta Selatan,2.85,165,114,4,3,0,2
Jakarta Selatan,2.85,165,114,4,3,0,2
Jakarta Selatan,2.85,165,114,4,3,0,2
Jakarta Selatan,2.85,165,114,4,3,0,2
Jakarta Selatan,2.85,170,107,4,4,0,2
Jakarta Selatan,2.85,170,107,4,4,0,2
Jakarta Selatan,2.85,170,107,4,4,0,2
Jakarta Selatan,2.85,170,107,4,4,0,2
Jakarta Selatan,2.85,170,107,3,4,0,2
Jakarta Selatan,2.85,170,107,3,4,0,2
Jakarta Selatan,2.85,170,107,3,3,0,2
Jakarta Selatan,2.85,170,107,3,4,0,2
Jakarta Selatan,2.85,160,107,3,3,0,2
Jakarta Selatan,2.85,160,107,4,4,0,2
Jakarta Selatan,2.85,160,107,4,4,0,2
Jakarta Selatan,2.85,165,114,0,0,0,1
Jakarta Selatan,2.85,170,107,0,0,0,2
Jakarta Timur,2.87,200,112,4,3,1,2
Jakarta Utara,2.89,200,90,4,3,1,3
Jakarta Barat,2.9,150,163,2,2,0,1
Jakarta Barat,2.9,200,180,3,2,2,1
Jakarta Barat,2.9,150,120,3,2,1,1
Jakarta Barat,2.9,110,135,3,2,1,1
Jakarta Barat,2.9,215,136,3,2,2,2
Jakarta Barat,2.9,200,144,3,3,1,2
Jakarta Barat,2.9,120,105,3,3,0,2
Jakarta Barat,2.9,150,90,3,2,1,2
Jakarta Barat,2.9,142,105,3,1,1,2
Jakarta Barat,2.9,156,108,4,3,2,2
Jakarta Barat,2.9,160,160,4,3,1,2
Jakarta Barat,2.9,220,150,4,2,2,2
Jakarta Barat,2.9,262,131,4,3,0,2
Jakarta Barat,2.9,160,130,5,4,1,2
Jakarta Barat,2.9,300,255,5,4,9,2
Jakarta Barat,2.9,162,90,3,3,2,3
Jakarta Barat,2.9,190,90,3,3,2,3
Jakarta Barat,2.9,210,80,3,3,1,3
Jakarta Barat,2.9,180,80,4,4,1,3
Jakarta Barat,2.9,250,144,4,2,1,3
Jakarta Timur,2.9,103,148,3,2,1,1
Jakarta Timur,2.9,200,268,3,3,2,1
Jakarta Timur,2.9,98,98,3,2,1,2
Jakarta Timur,2.9,215,265,4,3,0,2
Jakarta Timur,2.9,210,200,4,3,2,2
Jakarta Timur,2.9,200,168,5,3,0,2
Jakarta Timur,2.9,260,75,4,5,2,3
Jakarta Timur,2.9,190,82,5,4,2,3
Jakarta Utara,2.9,136,136,2,2,1,1
Jakarta Utara,2.9,105,80,3,3,2,2
Jakarta Utara,2.9,120,90,3,3,0,2
Jakarta Utara,2.9,135,90,3,3,1,2
Jakarta Utara,2.9,200,90,3,2,1,3
Jakarta Utara,2.9,130,90,4,4,2,3
Jakarta Utara,2.9,150,120,5,3,0,1
Jakarta Selatan,2.9,200,150,2,3,0,2
Jakarta Selatan,2.9,155,108,3,3,1,2
Jakarta Selatan,2.9,150,120,4,3,2,2
Jakarta Selatan,2.9,161,134,4,3,2,2
Jakarta Selatan,2.9,161,134,4,3,2,2
Jakarta Selatan,2.9,160,227,4,2,2,1
Jakarta Barat,2.9,280,96,3,4,0,3.5
Jakarta Utara,2.9,133,75,3,3,0,3
Jakarta Selatan,2.9,220,114,4,5,0,2.5
Jakarta Timur,2.9,108,105,3,2,0,2.5
Jakarta Selatan,2.9,139,90,4,3,0,2.5
Jakarta Barat,2.9,120,90,3,3,0,2.5
Jakarta Selatan,2.9,150,311,5,2,0,2
Jakarta Timur,2.9,300,240,4,2,1,2
Jakarta Selatan,2.9,240,200,4,4,0,2
Jakarta Selatan,2.9,155,183,4,3,0,2
Jakarta Barat,2.9,200,140,5,2,1,2
Jakarta Utara,2.9,127,100,3,2,0,2
Jakarta Timur,2.9,170,97,3,3,0,2
Jakarta Pusat,2.9,120,140,3,3,0,1
Jakarta Selatan,2.9,280,320,5,2,0,1
Jakarta Timur,2.9,177,198,0,0,0,1
Jakarta Barat,2.9,250,122,14,6,0,2
Jakarta Barat,2.95,150,130,3,2,2,1
Jakarta Barat,2.95,105,88,3,3,2,2
Jakarta Utara,2.95,200,60,3,4,0,1
Jakarta Utara,2.95,130,904,3,3,1,2
Jakarta Selatan,2.95,200,178,5,4,1,1
Jakarta Selatan,2.95,150,98,3,1,2,2
Jakarta Selatan,2.95,220,151,3,2,1,2
Jakarta Selatan,2.95,140,90,3,3,0,3
Jakarta Utara,2.95,92,74,3,3,0,3
Jakarta Selatan,2.95,180,124,4,4,0,2.5
Jakarta Selatan,2.95,140,90,3,3,0,2.5
Jakarta Selatan,2.95,140,90,3,3,0,2.5
Jakarta Timur,2.95,300,350,5,5,0,2
Jakarta Barat,2.95,150,140,5,3,0,2
Jakarta Selatan,2.95,170,135,4,4,0,2
Jakarta Selatan,2.95,95,125,3,2,0,2
Jakarta Selatan,2.95,182,111,3,2,1,2
Jakarta Selatan,2.95,212,106,4,3,0,2
Jakarta Selatan,2.95,212,106,4,3,0,2
Jakarta Barat,2.95,160,93,10,10,0,2
Jakarta Barat,2.95,160,93,10,10,0,2
Jakarta Barat,2.95,160,93,10,10,0,2
Jakarta Barat,2.95,160,93,10,10,0,2
Jakarta Utara,2.95,106,90,3,3,0,2
Jakarta Timur,2.97,240,190,4,2,1,2
Jakarta Timur,2.99,250,170,5,5,3,2
Jakarta Selatan,2.99,110,115,3,1,1,2
Jakarta Selatan,2.99,200,148,3,3,2,3
Jakarta Timur,2.99,75,116,3,2,0,1
Jakarta Barat,3,300,207,5,3,0,1
Jakarta Barat,3,125,150,3,2,2,2
Jakarta Barat,3,200,144,3,3,1,2
Jakarta Barat,3,90,72,3,2,1,2
Jakarta Barat,3,140,115,3,2,0,2
Jakarta Barat,3,220,128,3,3,2,2
Jakarta Barat,3,124,90,3,3,2,2
Jakarta Barat,3,160,119,4,3,1,2
Jakarta Barat,3,135,128,4,3,0,2
Jakarta Barat,3,120,90,4,4,1,2
Jakarta Barat,3,160,119,4,3,2,2
Jakarta Barat,3,123,96,5,3,1,2
Jakarta Barat,3,198,96,3,3,2,3
Jakarta Barat,3,200,120,3,3,2,3
Jakarta Barat,3,90,72,3,3,2,3
Jakarta Barat,3,180,90,3,3,1,3
Jakarta Barat,3,140,112,4,2,1,3
Jakarta Barat,3,150,108,4,3,0,3
Jakarta Barat,3,268,100,4,4,1,4
Jakarta Timur,3,153,162,3,2,1,2
Jakarta Timur,3,108,105,3,2,0,2
Jakarta Timur,3,200,160,3,2,2,2
Jakarta Timur,3,115,158,3,3,2,2
Jakarta Timur,3,200,130,3,2,1,2
Jakarta Timur,3,270,135,4,3,1,2
Jakarta Timur,3,170,200,4,3,1,2
Jakarta Timur,3,200,150,4,3,1,2
Jakarta Timur,3,135,123,4,4,2,2
Jakarta Timur,3,222,351,5,3,2,2
Jakarta Utara,3,80,80,4,3,1,2
Jakarta Utara,3,156,96,4,2,2,2
Jakarta Selatan,3,200,273,3,2,1,1
Jakarta Selatan,3,200,273,3,2,1,1
Jakarta Selatan,3,200,178,4,4,0,2
Jakarta Selatan,3,250,176,4,4,2,2
Jakarta Selatan,3,150,100,4,2,1,2
Jakarta Selatan,3,230,101,4,4,2,2
Jakarta Selatan,3,120,72,4,4,2,2
Jakarta Selatan,3,100,148,2,2,0,1
Jakarta Barat,3,204,68,2,3,1,3.5
Jakarta Timur,3,112,1170,3,4,2,3
Jakarta Timur,3,360,157,6,4,2,3
Jakarta Barat,3,225,102,4,4,0,3
Jakarta Selatan,3,230,96,5,4,1,3
Jakarta Selatan,3,155,84,5,4,2,3
Jakarta Selatan,3,155,84,5,3,2,3
Jakarta Selatan,3,140,200,2,2,1,2.5
Jakarta Utara,3,164,108,3,2,2,2.5
Jakarta Selatan,3,135,238,4,2,0,2
Jakarta Barat,3,204,233,7,3,0,2
Jakarta Barat,3,189,189,7,4,8,2
Jakarta Timur,3,167,162,4,4,0,2
Jakarta Timur,3,167,162,4,4,0,2
Jakarta Timur,3,167,162,4,4,0,2
